,Feature,Importance,Cumulative Importance,Cumulative Percentage
1343,cat__ip_address_58.191.166.144,0.0,1.0,100.0
1344,cat__ip_address_58.77.176.212,0.0,1.0,100.0
1345,cat__ip_address_59.142.16.216,0.0,1.0,100.0
1346,cat__ip_address_59.190.131.1,0.0,1.0,100.0
1347,cat__ip_address_60.205.104.162,0.0,1.0,100.0
1348,cat__ip_address_61.1.4.172,0.0,1.0,100.0
1349,cat__ip_address_63.12.121.94,0.0,1.0,100.0
1350,cat__ip_address_64.162.255.206,0.0,1.0,100.0
1342,cat__ip_address_58.187.253.34,0.0,1.0,100.0
1387,cat__ip_address_71.58.156.247,0.0,1.0,100.0
1388,cat__ip_address_72.15.208.254,0.0,1.0,100.0
1389,cat__ip_address_72.216.126.220,0.0,1.0,100.0
1390,cat__ip_address_73.199.217.80,0.0,1.0,100.0
1391,cat__ip_address_73.30.201.28,0.0,1.0,100.0
1392,cat__ip_address_74.36.48.81,0.0,1.0,100.0
1393,cat__ip_address_75.172.18.65,0.0,1.0,100.0
1368,cat__ip_address_67.235.209.20,0.0,1.0,100.0
1395,cat__ip_address_76.166.14.201,0.0,1.0,100.0
1396,cat__ip_address_76.56.244.193,0.0,1.0,100.0
1397,cat__ip_address_77.106.14.223,0.0,1.0,100.0
1398,cat__ip_address_78.126.203.147,0.0,1.0,100.0
1399,cat__ip_address_78.156.23.73,0.0,1.0,100.0
1400,cat__ip_address_78.2.243.102,0.0,1.0,100.0
1401,cat__ip_address_78.53.133.156,0.0,1.0,100.0
1402,cat__ip_address_79.119.68.219,0.0,1.0,100.0
1394,cat__ip_address_76.116.207.35,0.0,1.0,100.0
1369,cat__ip_address_67.244.27.19,0.0,1.0,100.0
1370,cat__ip_address_68.172.221.126,0.0,1.0,100.0
1371,cat__ip_address_68.56.11.237,0.0,1.0,100.0
1372,cat__ip_address_68.57.95.21,0.0,1.0,100.0
1373,cat__ip_address_68.58.215.69,0.0,1.0,100.0
1374,cat__ip_address_68.95.60.11,0.0,1.0,100.0
1375,cat__ip_address_69.137.209.203,0.0,1.0,100.0
1376,cat__ip_address_69.167.105.132,0.0,1.0,100.0
1386,cat__ip_address_71.24.168.93,0.0,1.0,100.0
1378,cat__ip_address_69.199.140.211,0.0,1.0,100.0
1379,cat__ip_address_69.244.220.132,0.0,1.0,100.0
1380,cat__ip_address_7.124.27.76,0.0,1.0,100.0
1381,cat__ip_address_7.168.128.76,0.0,1.0,100.0
1382,cat__ip_address_7.60.139.89,0.0,1.0,100.0
1383,cat__ip_address_7.82.153.57,0.0,1.0,100.0
1384,cat__ip_address_70.135.17.68,0.0,1.0,100.0
1385,cat__ip_address_71.104.37.159,0.0,1.0,100.0
1377,cat__ip_address_69.193.202.42,0.0,1.0,100.0
1283,cat__ip_address_37.90.80.88,0.0,1.0,100.0
1284,cat__ip_address_38.189.188.124,0.0,1.0,100.0
1285,cat__ip_address_38.215.16.177,0.0,1.0,100.0
1286,cat__ip_address_39.215.212.143,0.0,1.0,100.0
1287,cat__ip_address_39.48.41.93,0.0,1.0,100.0
1288,cat__ip_address_39.62.50.159,0.0,1.0,100.0
1289,cat__ip_address_39.9.158.159,0.0,1.0,100.0
1334,cat__ip_address_56.118.212.201,0.0,1.0,100.0
1291,cat__ip_address_41.17.80.182,0.0,1.0,100.0
1292,cat__ip_address_41.224.239.225,0.0,1.0,100.0
1293,cat__ip_address_42.145.62.146,0.0,1.0,100.0
1294,cat__ip_address_42.188.20.141,0.0,1.0,100.0
1295,cat__ip_address_42.219.147.200,0.0,1.0,100.0
1296,cat__ip_address_42.48.57.158,0.0,1.0,100.0
1297,cat__ip_address_43.116.120.81,0.0,1.0,100.0
1298,cat__ip_address_43.17.211.12,0.0,1.0,100.0
1290,cat__ip_address_39.94.101.58,0.0,1.0,100.0
1266,cat__ip_address_34.100.221.215,0.0,1.0,100.0
1267,cat__ip_address_34.123.19.59,0.0,1.0,100.0
1268,cat__ip_address_34.152.58.133,0.0,1.0,100.0
1269,cat__ip_address_34.179.186.16,0.0,1.0,100.0
1270,cat__ip_address_34.226.167.78,0.0,1.0,100.0
1271,cat__ip_address_34.51.211.103,0.0,1.0,100.0
1272,cat__ip_address_35.162.132.11,0.0,1.0,100.0
1282,cat__ip_address_37.18.136.145,0.0,1.0,100.0
1274,cat__ip_address_35.77.83.155,0.0,1.0,100.0
1275,cat__ip_address_36.106.155.180,0.0,1.0,100.0
1276,cat__ip_address_36.148.99.109,0.0,1.0,100.0
1277,cat__ip_address_36.201.53.209,0.0,1.0,100.0
1278,cat__ip_address_36.219.222.169,0.0,1.0,100.0
1279,cat__ip_address_36.32.4.16,0.0,1.0,100.0
1280,cat__ip_address_36.64.71.166,0.0,1.0,100.0
1281,cat__ip_address_36.69.78.69,0.0,1.0,100.0
1273,cat__ip_address_35.174.188.85,0.0,1.0,100.0
1318,cat__ip_address_51.118.28.35,0.0,1.0,100.0
1319,cat__ip_address_52.255.177.233,0.0,1.0,100.0
1320,cat__ip_address_52.35.200.198,0.0,1.0,100.0
1321,cat__ip_address_52.88.105.253,0.0,1.0,100.0
1322,cat__ip_address_53.106.142.201,0.0,1.0,100.0
1323,cat__ip_address_53.136.252.61,0.0,1.0,100.0
1324,cat__ip_address_53.177.206.81,0.0,1.0,100.0
1299,cat__ip_address_43.227.106.127,0.0,1.0,100.0
1326,cat__ip_address_53.207.16.146,0.0,1.0,100.0
1327,cat__ip_address_53.44.164.75,0.0,1.0,100.0
1328,cat__ip_address_54.160.183.75,0.0,1.0,100.0
1329,cat__ip_address_54.64.178.18,0.0,1.0,100.0
1330,cat__ip_address_55.127.69.83,0.0,1.0,100.0
1331,cat__ip_address_55.207.50.33,0.0,1.0,100.0
1332,cat__ip_address_55.231.223.178,0.0,1.0,100.0
1333,cat__ip_address_56.115.156.255,0.0,1.0,100.0
1325,cat__ip_address_53.178.176.162,0.0,1.0,100.0
1300,cat__ip_address_43.249.245.198,0.0,1.0,100.0
1301,cat__ip_address_43.67.237.47,0.0,1.0,100.0
1302,cat__ip_address_45.142.41.85,0.0,1.0,100.0
1303,cat__ip_address_45.143.43.126,0.0,1.0,100.0
1304,cat__ip_address_45.46.61.152,0.0,1.0,100.0
1305,cat__ip_address_46.122.231.158,0.0,1.0,100.0
1306,cat__ip_address_46.246.223.122,0.0,1.0,100.0
1307,cat__ip_address_46.58.206.133,0.0,1.0,100.0
1317,cat__ip_address_50.117.239.104,0.0,1.0,100.0
1309,cat__ip_address_47.155.82.236,0.0,1.0,100.0
1310,cat__ip_address_47.172.205.146,0.0,1.0,100.0
1311,cat__ip_address_48.48.164.169,0.0,1.0,100.0
1312,cat__ip_address_49.114.55.234,0.0,1.0,100.0
1313,cat__ip_address_49.184.87.28,0.0,1.0,100.0
1314,cat__ip_address_49.88.186.183,0.0,1.0,100.0
1315,cat__ip_address_5.151.18.4,0.0,1.0,100.0
1316,cat__ip_address_5.27.104.106,0.0,1.0,100.0
1308,cat__ip_address_46.81.163.15,0.0,1.0,100.0
2041,cat__device_id_Windows_8373,0.0,1.0,100.0
2042,cat__device_id_Windows_8404,0.0,1.0,100.0
2043,cat__device_id_Windows_8412,0.0,1.0,100.0
2044,cat__device_id_Windows_8426,0.0,1.0,100.0
2045,cat__device_id_Windows_8496,0.0,1.0,100.0
2046,cat__device_id_Windows_8577,0.0,1.0,100.0
2047,cat__device_id_Windows_8597,0.0,1.0,100.0
1684,cat__device_id_Linux_4763,0.0,1.0,100.0
2049,cat__device_id_Windows_8649,0.0,1.0,100.0
2050,cat__device_id_Windows_8674,0.0,1.0,100.0
2051,cat__device_id_Windows_8687,0.0,1.0,100.0
2052,cat__device_id_Windows_8713,0.0,1.0,100.0
2053,cat__device_id_Windows_8722,0.0,1.0,100.0
2054,cat__device_id_Windows_8801,0.0,1.0,100.0
2055,cat__device_id_Windows_8803,0.0,1.0,100.0
2056,cat__device_id_Windows_9027,0.0,1.0,100.0
2048,cat__device_id_Windows_8624,0.0,1.0,100.0
2024,cat__device_id_Windows_7271,0.0,1.0,100.0
2025,cat__device_id_Windows_7408,0.0,1.0,100.0
2026,cat__device_id_Windows_7436,0.0,1.0,100.0
2027,cat__device_id_Windows_7457,0.0,1.0,100.0
2028,cat__device_id_Windows_7731,0.0,1.0,100.0
2029,cat__device_id_Windows_7753,0.0,1.0,100.0
2030,cat__device_id_Windows_7755,0.0,1.0,100.0
2040,cat__device_id_Windows_8353,0.0,1.0,100.0
2032,cat__device_id_Windows_7814,0.0,1.0,100.0
2033,cat__device_id_Windows_7835,0.0,1.0,100.0
2034,cat__device_id_Windows_7885,0.0,1.0,100.0
2035,cat__device_id_Windows_8074,0.0,1.0,100.0
2036,cat__device_id_Windows_8245,0.0,1.0,100.0
2037,cat__device_id_Windows_8258,0.0,1.0,100.0
2038,cat__device_id_Windows_8289,0.0,1.0,100.0
2039,cat__device_id_Windows_8311,0.0,1.0,100.0
2031,cat__device_id_Windows_7767,0.0,1.0,100.0
2076,cat__device_id_iPhone_1571,0.0,1.0,100.0
2077,cat__device_id_iPhone_1604,0.0,1.0,100.0
2078,cat__device_id_iPhone_1606,0.0,1.0,100.0
2079,cat__device_id_iPhone_1618,0.0,1.0,100.0
2080,cat__device_id_iPhone_1619,0.0,1.0,100.0
2081,cat__device_id_iPhone_1620,0.0,1.0,100.0
2082,cat__device_id_iPhone_1688,0.0,1.0,100.0
2057,cat__device_id_Windows_9060,0.0,1.0,100.0
2084,cat__device_id_iPhone_1860,0.0,1.0,100.0
2085,cat__device_id_iPhone_1885,0.0,1.0,100.0
2086,cat__device_id_iPhone_1916,0.0,1.0,100.0
2087,cat__device_id_iPhone_1979,0.0,1.0,100.0
2088,cat__device_id_iPhone_2091,0.0,1.0,100.0
2089,cat__device_id_iPhone_2153,0.0,1.0,100.0
2090,cat__device_id_iPhone_2285,0.0,1.0,100.0
2091,cat__device_id_iPhone_2296,0.0,1.0,100.0
2083,cat__device_id_iPhone_1717,0.0,1.0,100.0
2058,cat__device_id_Windows_9098,0.0,1.0,100.0
2059,cat__device_id_Windows_9186,0.0,1.0,100.0
2060,cat__device_id_Windows_9231,0.0,1.0,100.0
2061,cat__device_id_Windows_9535,0.0,1.0,100.0
2062,cat__device_id_Windows_9582,0.0,1.0,100.0
2063,cat__device_id_Windows_9591,0.0,1.0,100.0
2064,cat__device_id_Windows_9608,0.0,1.0,100.0
2065,cat__device_id_Windows_9698,0.0,1.0,100.0
2075,cat__device_id_iPhone_1567,0.0,1.0,100.0
2067,cat__device_id_Windows_9728,0.0,1.0,100.0
2068,cat__device_id_Windows_9759,0.0,1.0,100.0
2069,cat__device_id_Windows_9987,0.0,1.0,100.0
2070,cat__device_id_Windows_9992,0.0,1.0,100.0
2071,cat__device_id_iPhone_1118,0.0,1.0,100.0
2072,cat__device_id_iPhone_1133,0.0,1.0,100.0
2073,cat__device_id_iPhone_1203,0.0,1.0,100.0
2074,cat__device_id_iPhone_1260,0.0,1.0,100.0
2066,cat__device_id_Windows_9715,0.0,1.0,100.0
1971,cat__device_id_Windows_3087,0.0,1.0,100.0
1972,cat__device_id_Windows_3207,0.0,1.0,100.0
1973,cat__device_id_Windows_3234,0.0,1.0,100.0
1974,cat__device_id_Windows_3384,0.0,1.0,100.0
1975,cat__device_id_Windows_3459,0.0,1.0,100.0
1976,cat__device_id_Windows_3555,0.0,1.0,100.0
1977,cat__device_id_Windows_3627,0.0,1.0,100.0
2023,cat__device_id_Windows_7251,0.0,1.0,100.0
1979,cat__device_id_Windows_3773,0.0,1.0,100.0
1980,cat__device_id_Windows_3915,0.0,1.0,100.0
1981,cat__device_id_Windows_3960,0.0,1.0,100.0
1982,cat__device_id_Windows_4014,0.0,1.0,100.0
1983,cat__device_id_Windows_4089,0.0,1.0,100.0
1984,cat__device_id_Windows_4120,0.0,1.0,100.0
1985,cat__device_id_Windows_4171,0.0,1.0,100.0
1986,cat__device_id_Windows_4259,0.0,1.0,100.0
1978,cat__device_id_Windows_3653,0.0,1.0,100.0
1954,cat__device_id_Windows_1955,0.0,1.0,100.0
1955,cat__device_id_Windows_2022,0.0,1.0,100.0
1956,cat__device_id_Windows_2037,0.0,1.0,100.0
1957,cat__device_id_Windows_2084,0.0,1.0,100.0
1958,cat__device_id_Windows_2106,0.0,1.0,100.0
1959,cat__device_id_Windows_2162,0.0,1.0,100.0
1960,cat__device_id_Windows_2245,0.0,1.0,100.0
1970,cat__device_id_Windows_3048,0.0,1.0,100.0
1962,cat__device_id_Windows_2318,0.0,1.0,100.0
1963,cat__device_id_Windows_2393,0.0,1.0,100.0
1964,cat__device_id_Windows_2466,0.0,1.0,100.0
1965,cat__device_id_Windows_2505,0.0,1.0,100.0
1966,cat__device_id_Windows_2599,0.0,1.0,100.0
1967,cat__device_id_Windows_2610,0.0,1.0,100.0
1968,cat__device_id_Windows_2823,0.0,1.0,100.0
1969,cat__device_id_Windows_2854,0.0,1.0,100.0
1961,cat__device_id_Windows_2297,0.0,1.0,100.0
2007,cat__device_id_Windows_6163,0.0,1.0,100.0
2008,cat__device_id_Windows_6289,0.0,1.0,100.0
2009,cat__device_id_Windows_6293,0.0,1.0,100.0
2010,cat__device_id_Windows_6309,0.0,1.0,100.0
2011,cat__device_id_Windows_6326,0.0,1.0,100.0
2012,cat__device_id_Windows_6393,0.0,1.0,100.0
2013,cat__device_id_Windows_6463,0.0,1.0,100.0
1987,cat__device_id_Windows_4288,0.0,1.0,100.0
2015,cat__device_id_Windows_6699,0.0,1.0,100.0
2016,cat__device_id_Windows_6700,0.0,1.0,100.0
2017,cat__device_id_Windows_6728,0.0,1.0,100.0
2018,cat__device_id_Windows_6822,0.0,1.0,100.0
2019,cat__device_id_Windows_6914,0.0,1.0,100.0
2020,cat__device_id_Windows_6924,0.0,1.0,100.0
2021,cat__device_id_Windows_6981,0.0,1.0,100.0
2022,cat__device_id_Windows_7003,0.0,1.0,100.0
2014,cat__device_id_Windows_6592,0.0,1.0,100.0
1988,cat__device_id_Windows_4387,0.0,1.0,100.0
1989,cat__device_id_Windows_4541,0.0,1.0,100.0
1990,cat__device_id_Windows_4594,0.0,1.0,100.0
1991,cat__device_id_Windows_4635,0.0,1.0,100.0
1992,cat__device_id_Windows_4757,0.0,1.0,100.0
1993,cat__device_id_Windows_4769,0.0,1.0,100.0
1994,cat__device_id_Windows_4869,0.0,1.0,100.0
1995,cat__device_id_Windows_4916,0.0,1.0,100.0
2006,cat__device_id_Windows_6152,0.0,1.0,100.0
1997,cat__device_id_Windows_5129,0.0,1.0,100.0
1999,cat__device_id_Windows_5209,0.0,1.0,100.0
2000,cat__device_id_Windows_5314,0.0,1.0,100.0
2001,cat__device_id_Windows_5684,0.0,1.0,100.0
2002,cat__device_id_Windows_5738,0.0,1.0,100.0
2003,cat__device_id_Windows_5773,0.0,1.0,100.0
2004,cat__device_id_Windows_5826,0.0,1.0,100.0
2005,cat__device_id_Windows_5910,0.0,1.0,100.0
1996,cat__device_id_Windows_5111,0.0,1.0,100.0
2181,cat__device_id_iPhone_7298,0.0,1.0,100.0
2182,cat__device_id_iPhone_7305,0.0,1.0,100.0
2183,cat__device_id_iPhone_7366,0.0,1.0,100.0
2184,cat__device_id_iPhone_7436,0.0,1.0,100.0
2185,cat__device_id_iPhone_7536,0.0,1.0,100.0
2186,cat__device_id_iPhone_7745,0.0,1.0,100.0
2187,cat__device_id_iPhone_7776,0.0,1.0,100.0
2092,cat__device_id_iPhone_2415,0.0,1.0,100.0
2189,cat__device_id_iPhone_8014,0.0,1.0,100.0
2190,cat__device_id_iPhone_8141,0.0,1.0,100.0
2191,cat__device_id_iPhone_8412,0.0,1.0,100.0
2192,cat__device_id_iPhone_8464,0.0,1.0,100.0
2193,cat__device_id_iPhone_8474,0.0,1.0,100.0
2194,cat__device_id_iPhone_8514,0.0,1.0,100.0
2195,cat__device_id_iPhone_8584,0.0,1.0,100.0
2196,cat__device_id_iPhone_8616,0.0,1.0,100.0
2188,cat__device_id_iPhone_7987,0.0,1.0,100.0
2164,cat__device_id_iPhone_6231,0.0,1.0,100.0
2165,cat__device_id_iPhone_6319,0.0,1.0,100.0
2166,cat__device_id_iPhone_6410,0.0,1.0,100.0
2167,cat__device_id_iPhone_6500,0.0,1.0,100.0
2168,cat__device_id_iPhone_6556,0.0,1.0,100.0
2169,cat__device_id_iPhone_6582,0.0,1.0,100.0
2170,cat__device_id_iPhone_6681,0.0,1.0,100.0
2180,cat__device_id_iPhone_7274,0.0,1.0,100.0
2172,cat__device_id_iPhone_6846,0.0,1.0,100.0
2173,cat__device_id_iPhone_6886,0.0,1.0,100.0
2174,cat__device_id_iPhone_7002,0.0,1.0,100.0
2175,cat__device_id_iPhone_7108,0.0,1.0,100.0
2176,cat__device_id_iPhone_7170,0.0,1.0,100.0
2177,cat__device_id_iPhone_7189,0.0,1.0,100.0
2178,cat__device_id_iPhone_7251,0.0,1.0,100.0
2179,cat__device_id_iPhone_7271,0.0,1.0,100.0
2171,cat__device_id_iPhone_6758,0.0,1.0,100.0
29,"cat__shipping_address_129 State St, Los Angeles",0.0,1.0,100.0
2206,cat__device_id_iPhone_8787,0.0,1.0,100.0
15,"cat__shipping_address_111 Park Ave, Houston",0.0,1.0,100.0
16,"cat__shipping_address_114 Broadway, Phoenix",0.0,1.0,100.0
17,"cat__shipping_address_117 Broadway, Houston",0.0,1.0,100.0
18,"cat__shipping_address_118 Broadway, Phoenix",0.0,1.0,100.0
19,"cat__shipping_address_118 Market St, New York",0.0,1.0,100.0
2197,cat__device_id_iPhone_8617,0.0,1.0,100.0
21,"cat__shipping_address_12 Broadway, Chicago",0.0,1.0,100.0
22,"cat__shipping_address_120 Park Ave, New York",0.0,1.0,100.0
23,"cat__shipping_address_120 Park Ave, Phoenix",0.0,1.0,100.0
24,"cat__shipping_address_121 Broadway, Chicago",0.0,1.0,100.0
25,"cat__shipping_address_122 Park Ave, New York",0.0,1.0,100.0
26,"cat__shipping_address_124 Park Ave, Los Angeles",0.0,1.0,100.0
27,"cat__shipping_address_128 Broadway, Houston",0.0,1.0,100.0
28,"cat__shipping_address_129 Broadway, Phoenix",0.0,1.0,100.0
20,"cat__shipping_address_119 Market St, Phoenix",0.0,1.0,100.0
2198,cat__device_id_iPhone_8627,0.0,1.0,100.0
2199,cat__device_id_iPhone_8629,0.0,1.0,100.0
2200,cat__device_id_iPhone_8672,0.0,1.0,100.0
2201,cat__device_id_iPhone_8681,0.0,1.0,100.0
2202,cat__device_id_iPhone_8711,0.0,1.0,100.0
2203,cat__device_id_iPhone_8712,0.0,1.0,100.0
2204,cat__device_id_iPhone_8720,0.0,1.0,100.0
2205,cat__device_id_iPhone_8752,0.0,1.0,100.0
2234,cat__country_Los Angeles,0.0,1.0,100.0
2223,cat__device_id_iPhone_9856,0.0,1.0,100.0
2224,cat__device_id_iPhone_9943,0.0,1.0,100.0
2226,cat__city_Chicago,0.0,1.0,100.0
2227,cat__city_Houston,0.0,1.0,100.0
2228,cat__city_Los Angeles,0.0,1.0,100.0
2231,cat__city_nan,0.0,1.0,100.0
2232,cat__country_Chicago,0.0,1.0,100.0
2233,cat__country_Houston,0.0,1.0,100.0
12,"cat__shipping_address_106 Main St, Phoenix",0.0,1.0,100.0
2110,cat__device_id_iPhone_3357,0.0,1.0,100.0
2111,cat__device_id_iPhone_3492,0.0,1.0,100.0
2112,cat__device_id_iPhone_3733,0.0,1.0,100.0
2113,cat__device_id_iPhone_3742,0.0,1.0,100.0
2114,cat__device_id_iPhone_3799,0.0,1.0,100.0
2115,cat__device_id_iPhone_3822,0.0,1.0,100.0
2116,cat__device_id_iPhone_3945,0.0,1.0,100.0
2163,cat__device_id_iPhone_6221,0.0,1.0,100.0
2118,cat__device_id_iPhone_4018,0.0,1.0,100.0
2119,cat__device_id_iPhone_4046,0.0,1.0,100.0
2120,cat__device_id_iPhone_4054,0.0,1.0,100.0
2121,cat__device_id_iPhone_4085,0.0,1.0,100.0
2122,cat__device_id_iPhone_4173,0.0,1.0,100.0
2123,cat__device_id_iPhone_4263,0.0,1.0,100.0
2124,cat__device_id_iPhone_4296,0.0,1.0,100.0
2125,cat__device_id_iPhone_4320,0.0,1.0,100.0
2117,cat__device_id_iPhone_4016,0.0,1.0,100.0
2093,cat__device_id_iPhone_2426,0.0,1.0,100.0
2094,cat__device_id_iPhone_2483,0.0,1.0,100.0
2095,cat__device_id_iPhone_2506,0.0,1.0,100.0
2096,cat__device_id_iPhone_2525,0.0,1.0,100.0
2097,cat__device_id_iPhone_2689,0.0,1.0,100.0
2098,cat__device_id_iPhone_2735,0.0,1.0,100.0
2099,cat__device_id_iPhone_2781,0.0,1.0,100.0
2109,cat__device_id_iPhone_3327,0.0,1.0,100.0
2101,cat__device_id_iPhone_2791,0.0,1.0,100.0
2102,cat__device_id_iPhone_2827,0.0,1.0,100.0
2103,cat__device_id_iPhone_2841,0.0,1.0,100.0
2104,cat__device_id_iPhone_2870,0.0,1.0,100.0
2105,cat__device_id_iPhone_2998,0.0,1.0,100.0
2106,cat__device_id_iPhone_3077,0.0,1.0,100.0
2107,cat__device_id_iPhone_3131,0.0,1.0,100.0
2108,cat__device_id_iPhone_3155,0.0,1.0,100.0
2100,cat__device_id_iPhone_2784,0.0,1.0,100.0
2146,cat__device_id_iPhone_5331,0.0,1.0,100.0
2147,cat__device_id_iPhone_5362,0.0,1.0,100.0
2148,cat__device_id_iPhone_5372,0.0,1.0,100.0
2149,cat__device_id_iPhone_5422,0.0,1.0,100.0
2150,cat__device_id_iPhone_5448,0.0,1.0,100.0
2151,cat__device_id_iPhone_5487,0.0,1.0,100.0
2152,cat__device_id_iPhone_5521,0.0,1.0,100.0
2126,cat__device_id_iPhone_4396,0.0,1.0,100.0
2154,cat__device_id_iPhone_5623,0.0,1.0,100.0
2155,cat__device_id_iPhone_5792,0.0,1.0,100.0
2156,cat__device_id_iPhone_5803,0.0,1.0,100.0
2157,cat__device_id_iPhone_5859,0.0,1.0,100.0
2158,cat__device_id_iPhone_5979,0.0,1.0,100.0
2159,cat__device_id_iPhone_6035,0.0,1.0,100.0
2160,cat__device_id_iPhone_6042,0.0,1.0,100.0
2162,cat__device_id_iPhone_6168,0.0,1.0,100.0
2153,cat__device_id_iPhone_5622,0.0,1.0,100.0
2127,cat__device_id_iPhone_4412,0.0,1.0,100.0
2128,cat__device_id_iPhone_4419,0.0,1.0,100.0
2129,cat__device_id_iPhone_4450,0.0,1.0,100.0
2130,cat__device_id_iPhone_4452,0.0,1.0,100.0
2131,cat__device_id_iPhone_4552,0.0,1.0,100.0
2132,cat__device_id_iPhone_4568,0.0,1.0,100.0
2133,cat__device_id_iPhone_4638,0.0,1.0,100.0
2134,cat__device_id_iPhone_4714,0.0,1.0,100.0
2145,cat__device_id_iPhone_5314,0.0,1.0,100.0
2136,cat__device_id_iPhone_4854,0.0,1.0,100.0
2137,cat__device_id_iPhone_4866,0.0,1.0,100.0
2138,cat__device_id_iPhone_4982,0.0,1.0,100.0
2139,cat__device_id_iPhone_5025,0.0,1.0,100.0
2140,cat__device_id_iPhone_5053,0.0,1.0,100.0
2141,cat__device_id_iPhone_5150,0.0,1.0,100.0
2142,cat__device_id_iPhone_5185,0.0,1.0,100.0
2143,cat__device_id_iPhone_5221,0.0,1.0,100.0
2135,cat__device_id_iPhone_4784,0.0,1.0,100.0
1762,cat__device_id_Linux_9362,0.0,1.0,100.0
1763,cat__device_id_Linux_9376,0.0,1.0,100.0
1764,cat__device_id_Linux_9422,0.0,1.0,100.0
1765,cat__device_id_Linux_9534,0.0,1.0,100.0
1766,cat__device_id_Linux_9589,0.0,1.0,100.0
1767,cat__device_id_Linux_9631,0.0,1.0,100.0
1768,cat__device_id_Linux_9745,0.0,1.0,100.0
1953,cat__device_id_Windows_1892,0.0,1.0,100.0
1770,cat__device_id_Linux_9776,0.0,1.0,100.0
1771,cat__device_id_Linux_9779,0.0,1.0,100.0
1772,cat__device_id_Linux_9784,0.0,1.0,100.0
1773,cat__device_id_Linux_9821,0.0,1.0,100.0
1774,cat__device_id_Linux_9887,0.0,1.0,100.0
1775,cat__device_id_Linux_9939,0.0,1.0,100.0
1776,cat__device_id_Mac_1011,0.0,1.0,100.0
1777,cat__device_id_Mac_1022,0.0,1.0,100.0
1769,cat__device_id_Linux_9748,0.0,1.0,100.0
1745,cat__device_id_Linux_8326,0.0,1.0,100.0
1746,cat__device_id_Linux_8361,0.0,1.0,100.0
1747,cat__device_id_Linux_8379,0.0,1.0,100.0
1748,cat__device_id_Linux_8424,0.0,1.0,100.0
1749,cat__device_id_Linux_8454,0.0,1.0,100.0
1750,cat__device_id_Linux_8480,0.0,1.0,100.0
1751,cat__device_id_Linux_8680,0.0,1.0,100.0
1761,cat__device_id_Linux_9084,0.0,1.0,100.0
1753,cat__device_id_Linux_8786,0.0,1.0,100.0
1754,cat__device_id_Linux_8889,0.0,1.0,100.0
1755,cat__device_id_Linux_8913,0.0,1.0,100.0
1756,cat__device_id_Linux_8972,0.0,1.0,100.0
1757,cat__device_id_Linux_8987,0.0,1.0,100.0
1758,cat__device_id_Linux_9015,0.0,1.0,100.0
1759,cat__device_id_Linux_9027,0.0,1.0,100.0
1760,cat__device_id_Linux_9029,0.0,1.0,100.0
1752,cat__device_id_Linux_8702,0.0,1.0,100.0
1797,cat__device_id_Mac_2148,0.0,1.0,100.0
1798,cat__device_id_Mac_2284,0.0,1.0,100.0
1799,cat__device_id_Mac_2300,0.0,1.0,100.0
1800,cat__device_id_Mac_2310,0.0,1.0,100.0
1801,cat__device_id_Mac_2322,0.0,1.0,100.0
1802,cat__device_id_Mac_2390,0.0,1.0,100.0
1803,cat__device_id_Mac_2422,0.0,1.0,100.0
1778,cat__device_id_Mac_1060,0.0,1.0,100.0
1805,cat__device_id_Mac_2442,0.0,1.0,100.0
1806,cat__device_id_Mac_2477,0.0,1.0,100.0
1807,cat__device_id_Mac_2539,0.0,1.0,100.0
1808,cat__device_id_Mac_2562,0.0,1.0,100.0
1809,cat__device_id_Mac_2577,0.0,1.0,100.0
1810,cat__device_id_Mac_2621,0.0,1.0,100.0
1811,cat__device_id_Mac_2752,0.0,1.0,100.0
1812,cat__device_id_Mac_2936,0.0,1.0,100.0
1804,cat__device_id_Mac_2430,0.0,1.0,100.0
1779,cat__device_id_Mac_1108,0.0,1.0,100.0
1780,cat__device_id_Mac_1121,0.0,1.0,100.0
1781,cat__device_id_Mac_1134,0.0,1.0,100.0
1782,cat__device_id_Mac_1245,0.0,1.0,100.0
1783,cat__device_id_Mac_1307,0.0,1.0,100.0
1784,cat__device_id_Mac_1352,0.0,1.0,100.0
1785,cat__device_id_Mac_1372,0.0,1.0,100.0
1786,cat__device_id_Mac_1408,0.0,1.0,100.0
1796,cat__device_id_Mac_1917,0.0,1.0,100.0
1788,cat__device_id_Mac_1482,0.0,1.0,100.0
1789,cat__device_id_Mac_1495,0.0,1.0,100.0
1790,cat__device_id_Mac_1643,0.0,1.0,100.0
1791,cat__device_id_Mac_1724,0.0,1.0,100.0
1792,cat__device_id_Mac_1735,0.0,1.0,100.0
1793,cat__device_id_Mac_1745,0.0,1.0,100.0
1794,cat__device_id_Mac_1881,0.0,1.0,100.0
1795,cat__device_id_Mac_1886,0.0,1.0,100.0
1787,cat__device_id_Mac_1477,0.0,1.0,100.0
1693,cat__device_id_Linux_5162,0.0,1.0,100.0
1694,cat__device_id_Linux_5193,0.0,1.0,100.0
1695,cat__device_id_Linux_5227,0.0,1.0,100.0
1696,cat__device_id_Linux_5237,0.0,1.0,100.0
1697,cat__device_id_Linux_5254,0.0,1.0,100.0
1698,cat__device_id_Linux_5267,0.0,1.0,100.0
1699,cat__device_id_Linux_5355,0.0,1.0,100.0
1744,cat__device_id_Linux_8268,0.0,1.0,100.0
